"名称","名称カナ","住所","TEL","FAX","URL","備考","経度","緯度","分類"
"ガーデン船越町内会","ｶﾞ-ﾃﾞﾝﾌﾅｺｼﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1217.html","","139.629149587626","35.3026142239541","町内会・自治会マップ"
"浜見台２丁目自治会","ﾊﾏﾐﾀﾞｲ2ﾁﾖｳﾒｼﾞﾁｶｲ","","","","","","139.63020645064","35.3080266789473","町内会・自治会マップ"
"追浜本町２丁目親和会","ｵﾂﾊﾟﾏﾎﾝﾁﾖｳ2ﾁﾖｳﾒｼﾝﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1105.html","","139.631453975902","35.3233621820545","町内会・自治会マップ"
"築島町内会","ﾂｷｼﾏﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1119.html","","139.626738451114","35.315752278601","町内会・自治会マップ"
"追浜３丁目自治会","ｵﾂﾊﾟﾏ3ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1120.html","","139.627382866801","35.3153022132231","町内会・自治会マップ"
"駒寄町内会","ｺﾏﾖｾﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1205.html","","139.627911852305","35.3027947067198","町内会・自治会マップ"
"皆ケ作町内会","ｶｲｶﾞｻｸﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1206.html","","139.627954333274","35.3049146178629","町内会・自治会マップ"
"船越町８丁目町内会","ﾌﾅｺｼﾁﾖｳ8ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1208.html","","139.63199720897","35.3060386234317","町内会・自治会マップ"
"追浜南町正明会","ｵﾂﾊﾟﾏﾐﾅﾐﾁﾖｳｼﾖｳﾒｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1121.html","","139.62397196948","35.3137002530982","町内会・自治会マップ"
"日向自治会","ﾋﾅﾀｼﾞﾁｶｲ","","","","","","139.637857428326","35.3051404235497","町内会・自治会マップ"
"梅田町内会","ｳﾒﾀﾞﾁｮｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1207.html","","139.632044127086","35.3034458892587","町内会・自治会マップ"
"船越町１丁目町内会","ﾌﾅｺｼﾁﾖｳ1ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1201.html","","139.628885091831","35.2994261715069","町内会・自治会マップ"
"追浜本町２丁目天神アパート自治会","ｵﾂﾊﾟﾏﾎﾝﾁﾖｳ2ﾁﾖｳﾒﾃﾝｼﾞﾝｱﾊﾟ-ﾄｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1140.html","","139.630865709247","35.3220911735227","町内会・自治会マップ"
"追浜本町２丁目親和会","ｵﾂﾊﾟﾏﾎﾝﾁﾖｳ2ﾁﾖｳﾒｼﾝﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1105.html","","139.632069224256","35.3214650784547","町内会・自治会マップ"
"追浜東町アパート自治会","ｵﾂﾊﾟﾏﾋｶﾞｼﾁﾖｳｱﾊﾟ-ﾄｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1111.html","","139.631913273167","35.3164050355804","町内会・自治会マップ"
"プレディオ追浜自治会","ﾌﾟﾚﾃﾞｲｵｵﾂﾊﾟﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1135.html","","139.629290323731","35.3086781746942","町内会・自治会マップ"
"追浜本町一丁目町内会","ｵﾂﾊﾟﾏﾎﾝﾁﾖｳ1ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1103.html","","139.626377246874","35.3187126696439","町内会・自治会マップ"
"追浜本町２丁目親和会","ｵﾂﾊﾟﾏﾎﾝﾁﾖｳ2ﾁﾖｳﾒｼﾝﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1105.html","","139.630137316435","35.3204585005207","町内会・自治会マップ"
"榎戸町内会","ｴﾉｷﾄﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1107.html","","139.635074551221","35.3091779352793","町内会・自治会マップ"
"深浦町内会","ﾌｶｳﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1108.html","","139.635160522172","35.3136714602689","町内会・自治会マップ"
"追浜２丁目平和会","ｵﾂﾊﾟﾏ2ﾁﾖｳﾒﾍｲﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1117.html","","139.627078404276","35.3122138668495","町内会・自治会マップ"
"浜見台１丁目自治会","ﾊﾏﾐﾀﾞｲ1ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1112.html","","139.626951364435","35.309547228034","町内会・自治会マップ"
"追浜東町東会","ｵﾂﾊﾟﾏﾋｶﾞｼﾁﾖｳｱｽﾞﾏｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1109.html","","139.631002207857","35.3121770991357","町内会・自治会マップ"
"ザ・パークハウス追浜自治会","ｻﾞ･ﾊﾟ-ｸﾊｳｽｵﾂﾊﾟﾏｼﾞﾁｶｲ","","","","","","139.629131165885","35.3109113205201","町内会・自治会マップ"
"鷹取町内会","ﾀｶﾄﾘﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1101.html","","139.620507419094","35.3152860431449","町内会・自治会マップ"
"追浜町２丁目会","ｵﾂﾊﾟﾏﾁﾖｳ2ﾁﾖｳﾒｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1115.html","","139.625493588791","35.3119661442044","町内会・自治会マップ"
"追浜本町２丁目親和会","ｵﾂﾊﾟﾏﾎﾝﾁﾖｳ2ﾁﾖｳﾒｼﾝﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1105.html","","139.631304582147","35.3242804379011","町内会・自治会マップ"
"サンコリーヌタワー横須賀中央駅前自治会","ｻﾝｺﾘｰﾇﾀﾜｰﾖｺｽｶﾁﾕｳｵｳｼﾞﾁｶｲ","","","","https://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1067.html","","139.672098469191","35.2779083841185","町内会・自治会マップ"
"ネアポリス湘南自治会","ﾈｱﾎﾟﾘｽｼﾖｳﾅﾝｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1950.html","","139.643796046446","35.2211103484127","町内会・自治会マップ"
